AR0,AR1,AR2,AR3,AR4,AR5,AR sigma,rr diff median,rr diff mean,rr diff sd,rr diff kurt,rr diff skew,amp qr median,amp qr mean,amp qr sd,amp qr kurt,amp qr skew,qrs median,qrs mean,qrs sd,qrs kurt,qrs skew,signal median,signal mean,signal sd,signal kurt,signal skew,R peaks,S peaks,Q peaks
0.0007765317242233449,4.342577325903661,-7.997353686202713,7.800367295526897,-4.02655067294621,0.8791502486529934,0.3336704010642985,250.0,247.13846153846154,6.623679951105319,0.9386604373279024,-1.2734191219676059,560.629638671875,556.8867797851562,52.2903938293457,-0.46995261685848533,-0.17634031176567078,47.0,43.0,13.556838819867956,-1.1341486737861133,-0.4875688879632411,-6.839998722076416,2.1746046741100145e-07,73.8225326538086,16.248986571641627,3.3582944869995117,0.004054303089870385,0.004054303089870385,0.004054303089870385
0.0001882791296197034,4.334094422753257,-7.971631752410242,7.773977649242005,-4.018771483267765,0.8804360189594125,0.1379890025661891,239.0,236.88888888888889,13.059219344070426,-0.5312619211632335,-0.4708214847410121,283.7318115234375,282.52020263671875,38.433563232421875,-0.8936708562997477,0.06506938487291336,42.0,38.270270270270274,10.528336663496612,-1.2583691065201068,-0.09930807469381309,-2.0145187377929688,1.7581275102429572e-08,49.422481536865234,8.138689876896185,1.0701875686645508,0.004263163958981449,0.004263163958981449,0.004263163958981449
0.0017203812696387566,4.341735346893249,-8.001860092514965,7.805154063978309,-4.026801297605283,0.8792288950499809,0.9907532402560622,272.0,270.2068965517241,10.554878951411695,0.10026713312986013,0.23801704860532444,955.5826416015625,960.6739501953125,44.86819076538086,-0.8394583839153076,0.2700444161891937,49.0,45.2,9.126518138552804,2.593762271778078,-2.131321545213118,-2.525507926940918,-3.613775163557875e-07,123.55863952636719,23.623668441696566,3.5564069747924805,0.0037005057357838906,0.0037005057357838906,0.0037005057357838906
-0.0016136644901085379,4.4379233705275,-8.266506673960473,8.063341433620558,-4.117133305447348,0.8806069549256617,0.8342977302060167,115.0,121.98461538461538,21.096476051112138,4.925486113513294,2.2836130206748564,733.6337890625,733.142822265625,54.29357147216797,-0.10679361440029744,0.22479639947414398,38.0,40.92424242424242,12.650680429730643,-1.3107848206027841,0.15429541941552175,-6.343257427215576,-8.485448574901966e-07,176.02719116210938,5.529891857739866,0.5382874011993408,0.00812007874015748,0.00812007874015748,0.00812007874015748
-0.0020810042091990062,4.3285496299232795,-7.969046074782547,7.7772791060473825,-4.0213858564294656,0.8819246867358731,0.5708805284050396,180.0,183.66666666666666,15.115848930473236,0.7880905517508809,1.3446989355282921,419.98773193359375,417.90557861328125,81.47167205810547,1.4788047679535232,-0.8278965353965759,23.0,27.934782608695652,9.924502339758476,0.2882440846355965,1.4196393989668148,-3.833312511444092,-4.2344964867879753e-07,89.87694549560547,9.913020845450244,-0.2589126229286194,0.005502392344497608,0.005502392344497608,0.005502392344497608
-0.00027080154489013235,4.306969878833814,-7.912651763309698,7.730562051367093,-4.013899648801086,0.8866169324054411,0.19392077067379035,240.5,229.3,35.213775713490314,-1.3060360046673265,-0.36260113644689546,365.03460693359375,357.7838439941406,43.18589401245117,-0.5736294626426051,-0.2660987377166748,30.0,32.77777777777778,11.05318232484079,1.9177092530302193,1.3172353514467436,-2.37406063079834,-1.5797334640410554e-07,47.26188278198242,20.862755112067507,2.850651741027832,0.003176470588235294,0.003176470588235294,0.003176470588235294
0.0017203894724932833,4.350427233425591,-8.025032700711085,7.828146235348221,-4.035746921026155,0.8798480681806938,1.015472026330803,216.0,215.0,8.92006544637244,-0.3737797583884688,-0.45375836894471694,929.486083984375,926.8386840820312,64.34374237060547,-0.6760049031075819,-0.47453445196151733,49.0,43.473684210526315,10.688746768411363,-0.4705781628648982,-1.109354554620646,-7.723298072814941,-4.7238512479452766e-07,129.97767639160156,17.986290148343368,3.383690357208252,0.004668304668304668,0.004668304668304668,0.004668304668304668
-0.0002947267982128521,4.445162589614377,-8.297750987781116,8.11454443745199,-4.155083842769472,0.891370029317665,0.5585933340079997,184.0,186.05128205128204,40.36877996412874,-0.8527478112757212,0.3010827379548481,725.2400512695312,717.1823120117188,52.97283172607422,0.1624457651666078,-0.49333199858665466,42.0,41.476190476190474,12.840112177299059,1.185771285186461,0.648236134038939,-5.716190814971924,-8.819047252472956e-07,140.0302276611328,10.729458271680352,0.7884244918823242,0.005057194461167971,0.005057194461167971,0.005057194461167971
0.0011613738721778892,4.3024206750207785,-7.895486926091277,7.702219628138711,-3.991052591632852,0.8790567468627184,0.8594553570256396,265.5,242.4375,51.59877511869831,-1.00781950918952,-0.8149132201454773,845.1243896484375,842.726806640625,52.94266128540039,-0.31833605524175557,-0.2401936948299408,43.0,38.0,9.700786728811986,-0.7765628675384995,-0.8980106087787381,-2.925595283508301,4.208628467949893e-07,97.57682037353516,28.2402830589778,4.39023494720459,0.003410314706234295,0.003410314706234295,0.003410314706234295
0.0020626391207428374,4.35524552675707,-8.02190254010072,7.813581878696711,-4.023443091575795,0.875215041500722,0.3548849628637513,,,,,,677.1373291015625,667.4373779296875,44.190982818603516,-0.9814932415115254,-0.478639155626297,41.0,42.7,11.445959985951374,0.15021128322456878,0.5930077463126464,-5.758406639099121,-5.402883402894076e-07,87.92825317382812,10.86135703401954,2.322293281555176,0.0028555111364934323,0.0028555111364934323,0.0028555111364934323
